first_name,sex,occurrences
Navraj,M,2
Taehoon,M,2
Zhann,M,2
Raslan,M,2
Fedun,M,2
Khetag,M,2
Yunpeng,M,2
Anna,F,1075653
Katarzyna,F,605826
Maria,F,594197
Małgorzata,F,579481
Agnieszka,F,548636
Barbara,F,485438
Ewa,F,478990
Magdalena,F,434693
Elżbieta,F,420102
Krystyna,F,413847
Joanna,F,404892
Aleksandra,F,389099
Monika,F,378440
Zofia,F,373092
Teresa,F,335287
Natalia,F,314773
Julia,F,303234
Danuta,F,301751
Karolina,F,293737
Marta,F,289815
Beata,F,280756
Dorota,F,269186
Alicja,F,251102
Halina,F,243336
Jadwiga,F,238547
Jolanta,F,238489
Iwona,F,233227
Grażyna,F,230489
Janina,F,226676
Paulina,F,223901
Zuzanna,F,219547
Justyna,F,216865
Irena,F,215927
Hanna,F,215797
Wiktoria,F,203468
Bożena,F,200589
Renata,F,188669
Urszula,F,186308
Agata,F,183638
Sylwia,F,182687
Maja,F,175030
Patrycja,F,169306
Helena,F,167835
Izabela,F,159380
Emilia,F,159330
Oliwia,F,156058
Aneta,F,151841
Weronika,F,150995
Ewelina,F,148260
Martyna,F,141765
Klaudia,F,138643
Gabriela,F,133051
Marzena,F,129686
Lena,F,126549
Dominika,F,122527
Marianna,F,121290
Amelia,F,121159
Kinga,F,120526
Stanisława,F,115374
Edyta,F,114204
Kamila,F,111005
Wiesława,F,106801
Alina,F,102163
Wanda,F,95630
Daria,F,85550
Lidia,F,83109
Mariola,F,82314
Lucyna,F,80942
Tetiana,F,78904
Nikola,F,76728
Milena,F,75382
Nataliia,F,74219
Olena,F,73080
Wioletta,F,72654
Mirosława,F,70835
Iryna,F,69432
Laura,F,68705
Antonina,F,66429
Angelika,F,64922
Olga,F,60922
Kazimiera,F,57167
Olha,F,56090
Bogumiła,F,55562
Oksana,F,54962
Ilona,F,54790
Michalina,F,54383
Sandra,F,54149
Genowefa,F,52195
Mariia,F,52027
Svitlana,F,51653
Nadia,F,51425
Yuliia,F,49583
Anastasiia,F,49489
Kornelia,F,49171
Marlena,F,48490
Viktoriia,F,48155
Henryka,F,47936
Łucja,F,47856
Sabina,F,47632
Bogusława,F,47555
Nina,F,45929
Józefa,F,45912
Anita,F,45828
Stefania,F,45054
Iga,F,44739
Liliana,F,44645
Regina,F,43728
Pola,F,43463
Marcelina,F,43323
Kateryna,F,42608
Jagoda,F,41556
Czesława,F,39629
Aniela,F,39292
Władysława,F,38678
Karina,F,36638
Liudmyla,F,36504
Wioleta,F,34421
Adrianna,F,33689
Diana,F,32586
Roksana,F,31975
Dagmara,F,31723
Sara,F,30962
Malwina,F,30097
Halyna,F,27954
Eliza,F,27710
Cecylia,F,27481
Żaneta,F,27136
Maryna,F,26771
Zdzisława,F,26184
Sofiia,F,25873
Klara,F,25510
Róża,F,25272
Kaja,F,24940
Valentyna,F,24848
Leokadia,F,24757
Blanka,F,24233
Nadiia,F,23451
Anastazja,F,23401
Bernadeta,F,22943
Bronisława,F,22236
Eugenia,F,22041
Julita,F,21800
Oleksandra,F,21633
Aldona,F,21069
Rozalia,F,20544
Violetta,F,20517
Daniela,F,20067
Lilianna,F,19439
Inna,F,19216
Magda,F,18330
Celina,F,17712
Yana,F,17493
Matylda,F,17036
Liubov,F,17033
Adriana,F,16170
Honorata,F,16126
Veronika,F,15775
Nela,F,15560
Paula,F,15441
Larysa,F,15119
Brygida,F,14544
Aurelia,F,14510
Valeriia,F,14463
Izabella,F,14438
Kalina,F,13984
Alla,F,13698
Marika,F,13342
Gertruda,F,13188
Mieczysława,F,13188
Sonia,F,12832
Bożenna,F,12650
Elwira,F,12596
Liliia,F,12388
Marzanna,F,12383
Olivia,F,12310
Tamara,F,12274
Andżelika,F,11819
Polina,F,11539
Alona,F,11520
Arleta,F,11289
Tatiana,F,11103
Yelyzaveta,F,11080
Luiza,F,10849
Khrystyna,F,10303
Victoria,F,10145
Adela,F,9781
Judyta,F,9756
Mia,F,9600
Nicole,F,9500
Franciszka,F,9361
Ivanna,F,9334
Mariana,F,9189
Nicola,F,9040
Natasza,F,9003
Liwia,F,8869
Jowita,F,8731
Vira,F,8492
Vanessa,F,8411
Alfreda,F,8366
Yevheniia,F,8331
Apolonia,F,8036
Romana,F,7941
Melania,F,7862
Inga,F,7857
Jessica,F,7661
Anhelina,F,7609
Elena,F,7551
Daryna,F,7484
Ada,F,7467
Eleonora,F,7374
Marzenna,F,7320
Julianna,F,7307
Estera,F,7231
Bianka,F,7046
Ludwika,F,7034
Marharyta,F,7006
Lesia,F,6958
Milana,F,6851
Sofia,F,6769
Bernadetta,F,6619
Zenona,F,6585
Wacława,F,6387
Karyna,F,6276
Zlata,F,6249
Kira,F,6240
Uliana,F,6189
Alisa,F,6130
Donata,F,6084
Walentyna,F,6063
Ludmiła,F,6054
Anetta,F,6038
Yeva,F,5971
Lidiia,F,5924
Maya,F,5913
Olesia,F,5905
Felicja,F,5903
Lilia,F,5888
Rita,F,5855
Ida,F,5731
Hildegarda,F,5683
Zenobia,F,5649
Emma,F,5614
Amanda,F,5561
Romualda,F,5515
Kseniia,F,5430
Myroslava,F,5369
Otylia,F,5369
Kristina,F,5289
Arina,F,5256
Gizela,F,5242
Ruslana,F,5127
Irmina,F,5074
Albina,F,5043
Dariia,F,4896
Vita,F,4877
Viktoria,F,4833
Lilla,F,4715
Sławomira,F,4706
Bernarda,F,4599
Alena,F,4586
Eryka,F,4581
Pelagia,F,4536
Angelina,F,4536
Gaja,F,4468
Solomiia,F,4456
Anastasiya,F,4362
Yuliya,F,4338
Longina,F,4285
Waleria,F,4149
Ryszarda,F,4124
Vladyslava,F,4114
Kamilla,F,4063
Teodozja,F,4048
Teodora,F,3970
Irina,F,3910
Alexandra,F,3894
Zhanna,F,3880
Raisa,F,3838
Mirela,F,3832
Tatsiana,F,3791
Adelajda,F,3732
Zoja,F,3725
Lila,F,3713
Varvara,F,3700
Volha,F,3654
Faustyna,F,3625
Anzhela,F,3616
Katsiaryna,F,3559
Nataliya,F,3496
Marina,F,3492
Mariya,F,3464
Bohdana,F,3440
Samanta,F,3435
Anastasia,F,3413
Olimpia,F,3386
Natallia,F,3368
Eva,F,3349
Ksenia,F,3238
Marcela,F,3195
Maryla,F,3193
Jagna,F,3146
Galyna,F,3075
Lucja,F,3028
Yaroslava,F,3019
Nel,F,3000
Snizhana,F,2997
Zyta,F,2966
Oktawia,F,2952
Konstancja,F,2914
Darya,F,2893
Pamela,F,2796
Leonarda,F,2758
Zoriana,F,2749
Feliksa,F,2716
Emiliia,F,2707
Wanessa,F,2702
Noemi,F,2692
Claudia,F,2673
Tetyana,F,2642
Nikol,F,2604
Sophie,F,2559
Evelina,F,2545
Emily,F,2542
Bogna,F,2510
Maryia,F,2497
Iuliia,F,2492
Mirella,F,2474
Anzhelika,F,2440
Stella,F,2391
Inez,F,2374
Lea,F,2364
Ganna,F,2344
Michelle,F,2288
Zinaida,F,2284
Tola,F,2272
Krzysztofa,F,2270
Zoia,F,2237
Nelia,F,2187
Sarah,F,2171
Ola,F,2169
Jaśmina,F,2159
Valentina,F,2147
Bolesława,F,2144
Svetlana,F,2126
Nadzieja,F,2122
Angela,F,2118
Edwarda,F,2098
Mila,F,2088
Viktoryia,F,2082
Elfryda,F,2064
Liudmila,F,2056
Galina,F,2044
Miriam,F,1990
Ana,F,1971
Salomea,F,1965
Sviatlana,F,1957
Taisiia,F,1952
Ines,F,1947
Lara,F,1936
Natalie,F,1888
Edeltrauda,F,1872
Antonia,F,1831
Vitalina,F,1791
Lina,F,1782
Marietta,F,1774
Iza,F,1773
Roma,F,1773
Sophia,F,1758
Vasylyna,F,1756
Aliaksandra,F,1742
Arletta,F,1717
Maiia,F,1712
Adelina,F,1705
Klementyna,F,1705
Erika,F,1704
Manuela,F,1695
Elina,F,1674
Klaudyna,F,1642
Veronica,F,1640
Amina,F,1615
Margarita,F,1569
Ruta,F,1568
Nadiya,F,1563
Greta,F,1552
Yanina,F,1544
Sofiya,F,1542
Livia,F,1534
Wiera,F,1519
Lyudmyla,F,1514
Helga,F,1512
Jana,F,1505
Andrea,F,1490
Nika,F,1489
Florentyna,F,1477
Martina,F,1466
Ala,F,1443
Gerda,F,1419
Gloria,F,1403
Kseniya,F,1401
Roksolana,F,1386
Lyubov,F,1380
Dobrosława,F,1373
Ekaterina,F,1351
Isabella,F,1340
Mira,F,1335
Yaryna,F,1332
Malina,F,1325
Ina,F,1319
Linda,F,1308
Eulalia,F,1304
Valeria,F,1298
Irmgarda,F,1292
Viktoriya,F,1288
Katerina,F,1285
Jennifer,F,1281
Jarosława,F,1279
Yelizaveta,F,1278
Bernardyna,F,1277
Nicol,F,1276
Patricia,F,1270
Sabrina,F,1255
Ella,F,1237
Violeta,F,1233
Ariana,F,1231
Veranika,F,1221
Elvira,F,1220
Dina,F,1218
Hannah,F,1214
Bogdana,F,1209
Wanesa,F,1207
Marcjanna,F,1205
Elizabeth,F,1189
Majka,F,1181
Hanka,F,1181
Teofila,F,1170
Dżesika,F,1169
Erna,F,1168
Marita,F,1152
Ludmila,F,1149
Simona,F,1148
Andriana,F,1141
Gabriella,F,1131
Anika,F,1130
Larisa,F,1127
Valeryia,F,1126
Dana,F,1122
Palina,F,1121
Wirginia,F,1118
Vera,F,1114
Luba,F,1114
Liana,F,1110
Tamila,F,1105
Alice,F,1099
Lily,F,1089
Alesia,F,1085
Carmen,F,1081
Dajana,F,1072
Vlada,F,1070
Caroline,F,1067
Yuliana,F,1066
Naomi,F,1051
Emanuela,F,1043
Yulia,F,1039
Balbina,F,1033
Dalia,F,1023
Nikoletta,F,1020
Alicia,F,1019
Lizaveta,F,1017
Berenika,F,986
Nelly,F,981
Vitaliia,F,976
Elizaveta,F,974
Bianca,F,953
Aksana,F,952
Liliya,F,949
Ramona,F,948
Kunegunda,F,936
Inka,F,934
Irma,F,932
Lilly,F,927
Darina,F,923
Kornela,F,918
Filomena,F,916
Seweryna,F,914
Krystsina,F,904
Ulyana,F,904
Maia,F,902
Żaklina,F,899
Kaya,F,892
Idalia,F,891
Iwonna,F,884
Swietłana,F,879
Józefina,F,873
Michaela,F,873
Blandyna,F,871
Amalia,F,870
Hana,F,866
Nadzeya,F,864
Stefaniia,F,859
Cristina,F,857
Benedykta,F,857
Carolina,F,856
Emila,F,851
Ingrid,F,848
Melaniia,F,845
Lubomira,F,843
Ligia,F,839
Abigail,F,838
Nastassia,F,823
Mariam,F,820
Melisa,F,818
Sybilla,F,815
Marie,F,810
Gabryela,F,798
Zoe,F,796
Leontyna,F,788
Roxana,F,782
Aliona,F,780
Melissa,F,779
Celestyna,F,772
Leila,F,771
Monica,F,770
Gracjana,F,766
Ingeborga,F,760
Fatima,F,738
Sława,F,733
Taisa,F,733
Dobrawa,F,730
Aurora,F,729
Clara,F,723
Żanetta,F,718
Margareta,F,714
Leonia,F,709
Bernardeta,F,708
Ela,F,707
Benita,F,688
Dziyana,F,686
Domicela,F,676
Lisa,F,676
Margaryta,F,675
Nino,F,669
Tekla,F,669
Kasandra,F,665
Silvia,F,662
Oriana,F,660
Orysia,F,659
Mylana,F,655
Jesika,F,655
Inesa,F,653
Iana,F,647
Karin,F,646
Berta,F,646
Aryna,F,638
Jasmina,F,637
Tina,F,636
Natalya,F,635
Eunika,F,635
Giulia,F,633
Dagna,F,633
Dobrochna,F,631
Jessika,F,624
Inha,F,622
Elisabeth,F,621
Nathalie,F,620
Yauheniya,F,620
Elisa,F,619
Selena,F,618
Jasmin,F,615
Sofija,F,609
Tamar,F,607
Zoya,F,599
Natasha,F,598
Sylvia,F,593
Nella,F,591
Valiantsina,F,590
Nikolina,F,589
Tatyana,F,589
Samantha,F,586
Lia,F,580
Melanie,F,580
Lesya,F,579
Liza,F,578
Miroslava,F,575
Catherine,F,575
Nelli,F,574
Charlotte,F,571
Lili,F,568
Laila,F,568
Lucia,F,567
Susanna,F,564
Marieta,F,557
Bozhena,F,557
Letycja,F,552
Lesława,F,548
Nell,F,547
Oryna,F,547
Julitta,F,544
Vivien,F,538
Christina,F,533
Miranda,F,532
Augustyna,F,530
Samira,F,530
Katherine,F,527
Wilhelmina,F,517
Noa,F,516
Miia,F,514
Elmira,F,512
Tereza,F,511
Luna,F,509
Arianna,F,508
Ariadna,F,507
Marija,F,506
Katharina,F,506
Nikoleta,F,505
Sylwestra,F,504
Juliana,F,502
Karen,F,501
Yael,F,500
Rozwita,F,498
Stanislava,F,495
Roza,F,494
Miłosława,F,494
Elza,F,487
Oxana,F,486
Layla,F,486
Agnes,F,485
Valeriya,F,485
Yustyna,F,483
Alevtyna,F,480
Ernestyna,F,479
Izolda,F,476
Radosława,F,473
Dobromiła,F,473
Ania,F,473
Ema,F,467
Angelica,F,463
Eufemia,F,461
Jasmine,F,459
Ryta,F,456
Christine,F,455
Rymma,F,452
Lyudmila,F,452
Petronela,F,452
Alma,F,451
Halszka,F,450
Neonila,F,449
Aida,F,449
Chiara,F,447
Margot,F,447
Ludomira,F,444
Jacqueline,F,443
Lidiya,F,441
Solomiya,F,441
Gaia,F,434
Matilda,F,434
Ingrida,F,432
Isabelle,F,428
Martha,F,427
Margaret,F,426
Ruth,F,426
Maryana,F,426
Yevanhelina,F,424
Ismena,F,419
Ievgeniia,F,415
Lubov,F,413
Anida,F,412
Amy,F,412
Isabel,F,408
Francesca,F,407
Jelena,F,407
Fryderyka,F,406
Michal,F,406
Zlatoslava,F,404
Andżelina,F,404
Chloe,F,404
Amira,F,403
Debora,F,402
Zenaida,F,401
Ksymena,F,401
Stephanie,F,399
Rehina,F,398
Nastia,F,397
Mary,F,395
Yasmin,F,394
Betina,F,393
Benigna,F,393
Cyryla,F,392
Delfina,F,391
Inessa,F,391
Jesica,F,391
Hiacynta,F,390
Irene,F,386
Narcyza,F,384
Lukrecja,F,381
Emiliya,F,379
Paola,F,377
Lubow,F,377
Lucy,F,374
Iwetta,F,374
Amelie,F,374
Daiana,F,373
Madina,F,371
Gracja,F,371
Julie,F,370
Nadine,F,369
Anne,F,369
Lada,F,369
Rachel,F,366
Waltrauda,F,366
Iweta,F,363
Zarina,F,361
Anna-mariia,F,360
Vasilisa,F,359
Olesya,F,359
Nana,F,359
Leyla,F,358
Eliana,F,354
Nicoletta,F,354
Scholastyka,F,353
Aniceta,F,353
Żanna,F,352
Juliia,F,352
Lolita,F,350
Bibianna,F,348
Aisha,F,345
Luisa,F,344
Ludmyla,F,343
Ecaterina,F,342
Sharon,F,341
Emilie,F,336
Malika,F,336
Thi,F,334
Carla,F,333
Hermina,F,333
Kesja,F,332
Larissa,F,330
Nadezhda,F,322
Vivienne,F,321
Andrzelika,F,318
Ałła,F,318
Camilla,F,317
Adi,F,317
Katia,F,317
Ilza,F,316
Lydia,F,316
Yulianna,F,316
Helen,F,316
Vladislava,F,315
Johanna,F,314
Adamina,F,314
Szarlota,F,314
Natia,F,312
Klavdiia,F,311
Katarina,F,310
Megan,F,308
Modesta,F,308
Mika,F,308
Liubou,F,307
Iulia,F,307
Rose,F,306
Rachela,F,306
Camila,F,306
Eleni,F,306
Ludwina,F,304
Lorena,F,304
Nila,F,301
Astrid,F,300
Susanne,F,300
Lana,F,298
Cornelia,F,297
Liubomyra,F,295
Switłana,F,295
Nastazja,F,294
Esther,F,294
Malvina,F,293
Maryam,F,293
Wera,F,293
Karine,F,292
Alessandra,F,292
Grace,F,290
Sonja,F,289
Petra,F,288
Otolia,F,288
Yeseniia,F,287
Alessia,F,286
Rebecca,F,285
Anja,F,285
Leonora,F,285
Ameliia,F,283
Ingryda,F,282
Oliviia,F,281
Yevdokiia,F,281
Karmen,F,280
Anastasija,F,279
Lucjanna,F,279
Wincentyna,F,278
Liia,F,277
Ursula,F,277
Arlena,F,275
Nadija,F,275
Rosa,F,274
Leah,F,274
Hieronima,F,273
Wielisława,F,272
Doris,F,272
Serafina,F,272
Cynthia,F,272
Fatma,F,271
Vladlena,F,271
Karola,F,270
Zosia,F,269
Prakseda,F,269
Stepaniia,F,269
Leona,F,269
Susan,F,268
Natalija,F,268
Katrin,F,267
Lilli,F,266
Sofie,F,264
Dariya,F,263
Nadejda,F,263
Teona,F,263
Asia,F,262
Heronima,F,259
Marine,F,259
Aurela,F,258
Mirona,F,257
Anat,F,257
Sofya,F,256
Laurencja,F,255
Liuba,F,255
Zara,F,255
Ester,F,255
Evgeniia,F,254
Solomia,F,253
Yvonne,F,251
Kiara,F,251
Yasmina,F,250
Tal,F,250
Erwina,F,250
Irmgard,F,249
Pauline,F,249
Jolenta,F,248
Fabiola,F,248
Leonida,F,247
Bella,F,247
Nonna,F,245
Zeynep,F,245
Thị,F,244
Chantal,F,244
Elif,F,243
Roni,F,242
Syntia,F,241
Gabrielle,F,241
Merve,F,240
Deborah,F,239
Shira,F,239
Rena,F,238
Daniella,F,237
Zoryana,F,237
Susana,F,237
Amaliia,F,237
Hilda,F,237
Rimma,F,236
Nadja,F,236
Neli,F,236
Rebeka,F,234
Agatha,F,234
Marharita,F,233
Khatuna,F,233
Viyaleta,F,233
Włodzimiera,F,232
Dolores,F,231
Ksawera,F,230
Flora,F,230
Noelia,F,230
Aya,F,229
Blanca,F,229
Karla,F,228
Kamelia,F,227
Iliana,F,226
Viviana,F,226
Anna-maria,F,226
Roberta,F,226
Rada,F,226
Salma,F,226
Beatriz,F,225
Danielle,F,225
Iris,F,224
Tadeusza,F,224
Krystiana,F,224
Stela,F,222
Victoriia,F,221
Milla,F,221
Evgenia,F,221
Suzanna,F,220
Augusta,F,219
Virginia,F,218
Ani,F,218
Denise,F,217
Vivian,F,215
Patrizia,F,214
Evelyn,F,214
Herta,F,214
Jagienka,F,214
Salome,F,212
Ivana,F,212
Nora,F,212
Gustawa,F,212
Alojza,F,212
Suzanne,F,211
Tatjana,F,211
Izydora,F,211
Pavlina,F,210
María,F,210
Vanda,F,209
Edith,F,208
Rut,F,208
Bogda,F,208
Kristine,F,208
Scarlett,F,207
Yelizavieta,F,207
Julieta,F,206
Vanesa,F,205
Zbigniewa,F,205
Evgeniya,F,204
Dioniza,F,203
Yevheniya,F,203
Jenny,F,202
Felicyta,F,202
Romina,F,201
Simone,F,201
Hania,F,200
Vittoria,F,200
Lola,F,199
Koryna,F,198
Walburga,F,197
Rafaela,F,197
Rozaliia,F,196
Kate,F,194
Tea,F,194
Nadieżda,F,193
Ahata,F,193
Viola,F,193
Josephine,F,193
Wincenta,F,193
Annette,F,192
Cecilia,F,192
Katrina,F,192
Ilana,F,191
Ava,F,191
Zuzana,F,191
Raquel,F,190
Nona,F,190
Juliette,F,190
Margota,F,190
Kamilia,F,190
Kasjana,F,189
Chanel,F,189
Karalina,F,189
Lucie,F,188
Claire,F,187
Ineza,F,187
Mihaela,F,186
Damiana,F,186
Mariami,F,186
Waleska,F,186
Anzhalika,F,185
Dora,F,185
Iman,F,185
Lubomiła,F,185
Dąbrówka,F,184
Ketevan,F,184
Adel,F,184
Kayla,F,184
Yuval,F,183
Lida,F,183
Kathrin,F,182
Louise,F,181
Bettina,F,179
Yelena,F,179
Paloma,F,178
Margarete,F,178
Denisa,F,177
Alyona,F,177
Dasha,F,177
Viorica,F,177
Lucjana,F,177
Kelly,F,176
Stefaniya,F,176
Kryspina,F,176
Annika,F,174
Adolfa,F,174
Lali,F,174
Fryda,F,174
Yasmine,F,174
Lilian,F,174
Zina,F,173
Dinara,F,173
Elyzaveta,F,173
Olesea,F,173
Bohdanna,F,173
Keren,F,172
Adolfina,F,171
Xenia,F,171
Amber,F,171
Kyra,F,171
Emili,F,169
Heidi,F,168
Kasia,F,168
Ludgarda,F,168
Julietta,F,168
Julija,F,167
Manana,F,167
Faina,F,167
Léa,F,166
Lusine,F,166
Kim,F,166
Sabine,F,166
Anatola,F,166
Tania,F,166
Anfisa,F,165
Frida,F,165
Judith,F,165
Lika,F,164
Mercedes,F,164
Lenka,F,163
Narine,F,163
Antanina,F,163
Alisiia,F,163
Lela,F,163
Ninel,F,162
Cindy,F,161
Biruta,F,161
Rodica,F,161
Leticia,F,161
Ekaterine,F,160
Tamari,F,160
Henrieta,F,160
Kaia,F,160
Miya,F,160
Ashley,F,159
Alvina,F,159
Katja,F,159
Jola,F,158
Rima,F,158
Aurika,F,158
Yevgeniya,F,158
Wisława,F,158
Ann,F,158
Beatrice,F,157
Zefiryna,F,157
Khava,F,156
Nancy,F,156
Ielyzaveta,F,155
Aria,F,155
Iwanna,F,155
Romaniia,F,154
Waltraud,F,154
Cyntia,F,154
Seda,F,154
Edita,F,154
Aylin,F,153
Nikita,F,153
Vika,F,152
Nicoll,F,152
Afrodyta,F,152
Zuza,F,151
Dominique,F,151
Lauren,F,151
Svietlana,F,151
Anatolia,F,151
Waltraut,F,151
Eligia,F,151
Naira,F,150
Siuzanna,F,150
Marisa,F,150
Georgina,F,150
Stefanie,F,149
Fernanda,F,149
Eufrozyna,F,149
Justine,F,149
Esra,F,149
Oresta,F,149
Carina,F,149
Katie,F,148
Hila,F,148
Alia,F,148
Kora,F,147
Iraida,F,147
Ingeborg,F,147
Amit,F,147
Marion,F,147
Ludomiła,F,147
Mishel,F,147
Wiwiana,F,147
Żaklin,F,147
Wieńczysława,F,147
Iwonka,F,146
Miliena,F,146
Annabelle,F,146
Elizabet,F,146
Farida,F,146
Edeltraud,F,146
Fiona,F,145
Noga,F,145
Solomija,F,145
Ellen,F,145
Gayane,F,145
Paraskoviia,F,145
Edwina,F,145
Lilit,F,144
Andżela,F,144
Leonie,F,144
Edmunda,F,143
Zinoviia,F,143
Brenda,F,143
Mija,F,143
Camille,F,143
Lillian,F,142
Margerita,F,142
Switlana,F,142
Anżelika,F,142
Safiya,F,142
Ayla,F,141
Ofelia,F,141
Nastasiia,F,141
Ayşe,F,141
Anahit,F,141
Molly,F,141
Krystina,F,139
Saturnina,F,139
Liat,F,139
Malena,F,139
Alexia,F,139
Lidziya,F,139
Albertyna,F,139
Madeleine,F,139
Gabriele,F,139
Hannelore,F,139
Micaela,F,139
Nelya,F,138
Maka,F,138
Taisiya,F,138
Sylwana,F,138
Hildegard,F,137
Suzana,F,137
Florencia,F,136
Gal,F,136
Loretta,F,136
Sylwina,F,136
Pia,F,136
Brigitte,F,136
Alana,F,136
Maura,F,136
Doina,F,135
Kimberly,F,135
Kama,F,135
Florianna,F,135
Tiffany,F,135
Gisela,F,135
Zygfryda,F,134
Fabiana,F,134
Nicoleta,F,134
Juta,F,134
Iaroslava,F,133
Natali,F,133
Natalka,F,133
Elsa,F,133
Meri,F,133
Melody,F,130
Neta,F,129
Isabell,F,129
Koleta,F,129
Walentina,F,129
Dorothea,F,129
Beate,F,129
Areta,F,128
Mathilde,F,128
Mária,F,128
Dorothy,F,128
Janet,F,128
Emine,F,128
Liya,F,128
Alejandra,F,127
Tanya,F,127
Dilara,F,127
Daisy,F,127
Wira,F,127
Vasylisa,F,127
Mona,F,126
Marysia,F,126
Shir,F,126
Danyila,F,126
Rosemarie,F,126
Kordula,F,125
Shani,F,125
Ira,F,125
Rosanna,F,124
Annamaria,F,124
Bernadyna,F,124
Flavia,F,124
Beatrycze,F,124
Emiliana,F,124
Erica,F,124
Pavlyna,F,124
Rotem,F,124
Aliya,F,124
Noam,F,123
Łarysa,F,123
Damaris,F,123
Cassandra,F,123
Ilariia,F,123
Celine,F,123
Marianne,F,123
Ivona,F,123
Milada,F,123
Ołena,F,122
Ellie,F,122
Asya,F,122
Avrora,F,122
Anya,F,121
Sevda,F,121
Lilija,F,121
Federica,F,121
Mina,F,121
Florence,F,121
Edeltraut,F,120
Xymena,F,120
Rebeca,F,120
Ruby,F,120
Caterina,F,120
Hilaria,F,120
Renate,F,120
Tara,F,119
Leia,F,119
Luciana,F,119
Sybila,F,119
Viktorija,F,119
Kheda,F,119
Ivanka,F,119
Selin,F,118
Helene,F,118
Meryem,F,118
Ilaria,F,117
Yasemin,F,117
Jane,F,117
Annemarie,F,117
Ioanna,F,117
Zoryna,F,116
Yadviha,F,116
Jutta,F,116
Oryslava,F,116
Shorena,F,115
Saskia,F,115
Eden,F,115
Justina,F,115
Janka,F,115
Lija,F,115
Aigerim,F,115
Armine,F,115
Korina,F,115
Maayan,F,115
Dalila,F,114
Iwa,F,114
Hadar,F,114
Hasmik,F,114
Büşra,F,114
Anabella,F,114
May,F,113
Bronislava,F,113
Chloé,F,113
Joana,F,113
Jeanette,F,113
Selma,F,113
Ita,F,113
Zhasmin,F,113
Elise,F,112
Filipina,F,112
Zita,F,112
Isabela,F,111
Naama,F,111
Elene,F,111
Ariela,F,111
Sopio,F,111
Mari,F,110
Iveta,F,110
Felicia,F,110
Tali,F,110
Swietlana,F,110
Mathilda,F,110
Ruzanna,F,109
Aminat,F,109
Monique,F,109
Diane,F,108
Bernardetta,F,108
Adele,F,108
Telimena,F,108
Eli̇f,F,108
Orit,F,108
Giorgia,F,108
Romanna,F,108
Cataleya,F,108
Valerie,F,107
Efrat,F,107
Georgia,F,107
Mykhailyna,F,107
Makka,F,106
Giovanna,F,106
Aliesia,F,106
Mai,F,106
Kathryn,F,106
Ariel,F,106
Przemysława,F,106
Ellina,F,106
Soraya,F,106
Uladzislava,F,105
Audrey,F,105
Ying,F,105
Arkadia,F,105
Anelia,F,105
Mirra,F,105
Amélie,F,104
Bazhena,F,104
Gulnara,F,104
Rayana,F,104
Yekaterina,F,104
Viera,F,103
Vieronika,F,103
Wilma,F,103
Iuliana,F,103
Michele,F,103
Tomira,F,102
Alevtina,F,102
Henrietta,F,102
Joanne,F,102
Rosalia,F,102
Kariona,F,102
Zygryda,F,102
Sofía,F,102
Gina,F,102
Celia,F,102
Zahra,F,102
Yevgeniia,F,101
Dagmar,F,101
Elvina,F,101
Elli,F,101
Ayelet,F,101
Frieda,F,101
Rajmunda,F,101
Taida,F,101
Derya,F,101
Eka,F,101
Miraslava,F,100
Inbal,F,100
Dagny,F,100
Dorina,F,100
Maksymiliana,F,100
Ianina,F,100
Elizabeta,F,100
Ivy,F,100
India,F,100
Bibiana,F,99
Sonya,F,99
Myriam,F,99
Rayisa,F,99
Serafyma,F,99
Petimat,F,99
Roksoliana,F,99
Aniuta,F,99
Holly,F,99
Vasilina,F,99
Catalina,F,99
Ieva,F,98
Christa,F,98
Alba,F,98
Tosia,F,98
Sawa,F,98
Bernadette,F,98
Dominica,F,98
Yekateryna,F,98
Lilliana,F,97
Snezhana,F,97
Einat,F,97
Sasha,F,97
Yan,F,97
Alex,F,97
Corina,F,97
Margita,F,97
Nadya,F,97
Michela,F,97
Volodymyra,F,97
Aline,F,97
Zarema,F,97
Venera,F,96
Katalin,F,96
Rusłana,F,96
Tinatin,F,96
Nawojka,F,96
Taisia,F,96
Renisława,F,96
Júlia,F,95
Esmeralda,F,95
Li,F,95
Louisa,F,95
Chana,F,95
Rosalie,F,95
Franziska,F,95
Anabel,F,95
Burcu,F,95
Lior,F,95
Rosita,F,95
Thea,F,95
Mahdalyna,F,95
Matilde,F,94
Mariela,F,94
Hadas,F,94
Luana,F,94
Carolin,F,94
Janeta,F,94
Chrystyna,F,94
Lihi,F,94
Alison,F,94
Alisha,F,94
Melina,F,94
Sheila,F,93
Wiktorija,F,93
Kerstin,F,93
Zhana,F,93
Martika,F,93
Kvitoslava,F,93
Cansu,F,92
Janetta,F,92
Karoline,F,92
Miła,F,92
Dayana,F,92
Andriiana,F,92
Gaya,F,92
Koralia,F,92
Sofi,F,92
Ebru,F,91
Alexa,F,91
Kwiryna,F,91
Inbar,F,91
Selina,F,91
Nadezda,F,91
Serafima,F,91
Paraska,F,91
Indira,F,91
Jing,F,91
Chen,F,91
Wiola,F,91
Silvana,F,90
Klarysa,F,90
Alexis,F,90
Wita,F,90
Atena,F,90
Léna,F,90
Suzan,F,90
Priyanka,F,90
Daminika,F,90
Andrzelina,F,90
Jenifer,F,90
