street,occurrences
Pod Dworem,1
Zaułek Filmowy im. Sylwestra Chęcińskiego,1
Osiedle Rubinowy Las,1
Aleja Leszczyńskich Piłkarzy,1
Skwer Marii Dulębianki,1
Osiedle Bernardyno,1
Kresowej,1
Rondo Stanisława Różyczki de Rosenwertha,1
Wiosny,1
Szurmana,1
Bręczewskiego,1
Rondo im. Władysława Stolarczyka,1
Modlibowskiego,1
Głowaczówka,1
Rondo mjr. Henryka Dobrzańskiego ''Hubala'',1
Misiowiec,1
plac Lotnictwa,1
Rondo Kostrzyńskich Papierników,1
Pietrygi,1
Rondo im. Heleny i Witolda Wolskich,1
Rondo im. gen. bryg. Jerzego Kazimierza Dobrodzickiego,1
Wodorowa,1
Park Zakrzówek,1
Marchettiego,1
Aleja Tygodnika Powszechnego,1
Batke,1
Rondo im. Bronisława Marchlewicza,1
Skwer Pilota Pirxa,1
Rondo Nafciarzy,1
Nabrzeże Odra Nowe,1
Rondo im. Michała Jeziorskiego,1
Za Tamą,1
Nabrzeże Kieleckie,1
Nabrzeże Gdyńskie S,1
Nabrzeże Drzetowskie S,1
Krzeszewskiego,1
Wiadukt 100-lecia Powrotu Leszna do Macierzy,1
Pod Staniszówką,1
Księdza Jerzego Popiełuszki,1
Rondo im. ks. Jana Kalinki,1
Szmytówny,1
Skwer 600-lecia,1
Skwer Pamięci Polaków Poszkodowanych przez III Rzeszę,1
Garcowiec,1
Skwer Szczodrobowa,1
Rondo Suwalskich Wolontariuszy,1
Warszawski Świt,1
Traszki Ratajskie,1
Harleya i Davidsona,1
Słowiki Pierwsze,1
Lipowica Park,1
Osiedle Ciszów,1
Słopnicka,1
Przy Dworku,1
Na Bunarze,1
Nabrzeże Radomskie,1
Nabrzeże Gdyńskie N,1
Nabrzeże Przydokowe,1
Na Podwale,1
Aleja Ireny Sendlerowej,1
imienia Carla Mengera,1
rondo bł. Stefana Wincentego Frelichowskiego,1
skwer Anny i Leonarda Torwirtów,1
skwer Waldemara Presi,1
Liliowca,1
Rondo Rybaków,1
Rondo Kazimierza Pelczara,1
Gdańsk,1
100 - lecia Odzyskania Niepodległości,1
Skwer 100-nej Rocznicy Odzyskania Niepodległości,1
Skłodowskiej - Curie,1
Skwer Tytusa Chałubińskiego,1
Plac Św. Kazimierza,1
Plac gen. Henryka Dąbrowskiego,1
Do Strzelenki,1
Miejski Park Dębinki,1
Skwer Jana Kobuszewskiego,1
Sabina,1
Skwer Praw Kobiet,1
Honioka,1
Rondo im. Ks. Sławomira Banacha,1
Stawiski,1
Rondo Rogatka,1
Nabrzeże Kaszubskie,1
Nabrzeże Arsenał,1
Nabrzeże Wulkan N,1
Zwolakiewicza,1
Skwer ks. por. Michała Kaliksta Podlesieckiego,1
500-Lecia,1
Aleje Władysława Łokietka,1
Skwer im. Ludwika Anioła,1
"Wąwóz Bractwa Św. Łukasza - ""Łukaszowców""",1
aleja Lawendowa,1
Grobla Paradna,1
Radnego,1
Czarnej Sosny,1
osiedle Dobry Brat,1
Czechowskiej,1
Zgorzalska,1
Rondo Mariana Ruzamskiego,1
Rondo Janusza A. Zajdla,1
skwer ks. Jacka Kochańskiego,1
skwer Romana Kużaka,1
Plac I Armii Wojska Polskiego,1
Plac Hołdu Pruskiego,1
Bulwar Maurycego Beniowskiego,1
Bulwar Elbląski,1
Most im. Krzysztofa Jurgiela,1
Osiedle Ks. Kazimierza Raepke,1
Obwodnica 100-lecia Odzyskania Niepodległości,1
Berlińskiej,1
Grzycha,1
Wyrwidęba,1
Wedutowa,1
Cementownia,1
Osiedle gen. Józefa Wybickiego,1
Sędzimira,1
Skwer Najświętszej Maryi Panny,1
Kamieniak,1
Factora,1
Rondo im. Ryszarda Zapały,1
Aleja Kardynała Wyszyńskiego,1
Park im. Wisławy Szymborskiej,1
Podwierzbie,1
Armatnia Góra,1
Boskiej,1
Renet-Jursz,1
Świgosta,1
Legionu Puławskiego,1
Kaniowczyków,1
Pachuckiej,1
Skwer Wiesława Michnikowskiego,1
Skwer Teodora Klincewicza,1
Kiełpin-Strusia,1
Nikozji,1
Rondo im. Krzysztofa Kamila Baczyńskiego,1
Janusza I Starszego,1
Sławięcickie,1
Chomiczewskiego,1
Kębelska,1
Romów,1
Kędzierskiej,1
Kosmali,1
Żulinki,1
Saperów Kaniowskich,1
Piasecznica,1
Próchniewicza,1
Kolonia Dąbrowa I,1
Skwer Świętego Ottona,1
"Osiedle ""Na Górce""",1
Jeziorszczyzna,1
Norowy Dół,1
Droga Jaśminowa,1
Trześniaka,1
Plac Tobrucki,1
Plac Grodnicki,1
Bulwar Śląski,1
Łaszczyńskich,1
Ruta,1
Patoki,1
Lewoncewicza,1
Zaokręgiem,1
Rurowa,1
Poważe,1
Plac Kanałowy,1
Patriotów Polskich,1
Plac Jana III Sobieskiego,1
Królewski Las,1
Most Powstańców Warszawskich,1
Zakątek Bibi Sary,1
Samorządu Terytorialnego,1
800-lecia Zalesia Śląskiego,1
Królewskie Wzgórza,1
Galumińska,1
Bita,1
Miecki,1
Aleja Franciszka Morawskiego,1
Skwer Wójta Kiliana Bałkowicza,1
Skwer Bohaterów Szymankowa,1
Peretiatkowicza,1
Pl. Kardynała Wyszyńskiego,1
Spóracka,1
Skwer Pasjonistów Męczenników Obozu Koncentracyjnego w Działdowie,1
Skwer Trzech Pokoleń,1
Gołębska,1
Malarskiego,1
Amborskiego,1
Lessla,1
Cichockiego,1
Arciucha,1
Pożowska,1
Albrechtówka,1
Mięćmierz,1
Szubartowskiego,1
Mieczyńskiego,1
Ziemięckiej,1
Skowieszyńska,1
Dębowe Góry,1
Koszutskich,1
Grzebalskiego,1
Kotera,1
Jakubickiego,1
Hollakowej,1
Gościńczyk,1
Tokarskiej,1
Dejk,1
Osiedle Kaptarz,1
Plac Ćwiczeń,1
Pod Bukiem,1
Aukcyjna,1
Wiśniowogórska,1
Gosławskiego,1
rondo im. Wiktorii Czerwionki,1
Skwer im. Towarzystwa Przyjaciół Ziemi Błońskiej,1
"Park Miejski im. Stefana Cieleckiego ps. ""Orlik""",1
Rondo Świętego Floriana,1
Bitwy pod Pątnowem 1863,1
Generałów Nikodema Sulika i Edwarda Józefa Godlewskiego,1
Kolonia Górka,1
Karasiewicza,1
Aleje Mikołaja Kopernika,1
Pl. Wazów,1
Os. Familijne,1
Rondo ks. Władysława Węgrzyna,1
Rondo im. Ks. Kan. Stanisława Żukowskiego,1
Osiedle Pod Bliźniakami,1
Park Miejski imienia Książąt Sanguszków,1
Walizerska,1
Osiedle Świętego Jana,1
Plac ks. Józefa Szafranka,1
Tarzana,1
Tretkowskiego,1
Nabrzeże Jugosłowiańskie,1
Nabrzeże Spółdzielcze Przejściowe,1
Nabrzeże Holenderskie,1
Rondo Siemion,1
Aleja Wędkarzy,1
Nowy Świt,1
Rondo hm. Kazimierza Odrzygoździa,1
Na Kępę,1
Rondo Janusza Kurtyki,1
Aleja Tadeusza Konwickiego,1
Rondo Zwięczyca,1
Przy Obrze,1
Most im. gen. bryg. Mieczysława Boruty-Spiechowicza,1
Surfiniowa,1
Most Na Wilczym Kącie,1
skwer im. 16 Pułku Ułanów Wielkopolskich,1
Park im. Św. Jana Pawła II,1
Skwer Ofiar Katynia,1
Redystowska,1
Mireckiej-Loryś,1
Park Marcina Gerssa,1
Rondo Powstań Śląskich,1
Rondo ppor. pil. Janiny Lewandowskiej,1
Osiedle Złota Podkowa,1
Aleja 17 Grudnia,1
Kałamajskiego,1
Żmijów,1
Aleja Miłośników Konstancina,1
skwer Różany,1
Plac Księdza Andrzeja Bokieja,1
Rapackiej,1
Skwer św. Matki Teresy z Kalkuty,1
Plac Smykały,1
Rębisza,1
Rondo Sługi Bożego Księdza Stanisława Kołodzieja,1
Brzęczki,1
Zimna Rzeczka,1
Skwer im. Adama Mickiewicza,1
Plac Partnerskiego Miasta Staufen,1
Żołnierzy Korpusu Ochrony Pogranicza,1
Skwer Matki,1
Rondo im.Tomasza Zana,1
Wykierz,1
Tetydy,1
rondo Parnickie,1
Bitwy na legnickich polach,1
Pałuby,1
Okale,1
Kwaskowa Góra,1
Pasiaka,1
Baca,1
Kotarasińskiego,1
Rondo Damazego Klimka,1
Brzostówiecka,1
Matłoska,1
Nadedworce,1
Czołnowska,1
Zdebika,1
Strzemskiego,1
Jaroszyńskiego,1
Skwer im. Mieszkańców Puźnik,1
Rejmana,1
Grobla A. Mickiewicza,1
Dulębów,1
Cynkowska,1
Łachy,1
Kruka-Heydenreicha,1
Adamczewskiego,1
Heidenreicha Kruka,1
Eustachiewicza,1
Skwer Czołgisty,1
Rondo im. Tomka Kowalskiego,1
Zaułek Marii Balickiej,1
PL. Wolności,1
Trzech Ogrodników,1
Lasek Szubianki,1
Skwer Najświętszego Serca Pana Jezusa,1
Leśniczówka Kaliska,1
Promenada im. Tadeusza Gołębiowskiego,1
Plac Staroszkolny,1
Plac Marcina Bielskiego,1
Promenada im. Bosmana Franciszka Szulczyńskiego,1
Kiełpin-Jaguara,1
Kiełpin-Antylopy,1
Rondo Pożegowo,1
Bork,1
Rondo Józefa Wojtasika,1
Plac Św. Św. Piotra i Pawła,1
Park im. dr. Henryka Jordana,1
Brzozowy Zaułek,1
Rondo 300-lecia Uzdrowiska Jedlina-Zdrój,1
Rynek Władysława Jagiełły,1
Plac Fajansu Włocławskiego,1
park im. Daniela Gralatha,1
Osiedle Smolarki,1
Most gen. Wiktora Thommée,1
Hewelta,1
Rondo św. Anny,1
Rondo Rodu Hallerów,1
Kiełpin-Nosorożca,1
Aleja Spacerowa 100-lecia Polskiego Czerwonego Krzyża,1
Kraczewicka,1
Henin,1
Syndykacka,1
Motylem Jestem,1
"Kamińskiego ""Kamyka""",1
skwer Kapitanów,1
Koczwary,1
Jaszczołda,1
Sądu Grodzkiego,1
Aleja Brwinowska,1
Borówno,1
Park Miejski im. Generała Władysława Andersa,1
Zakątek Żuławski,1
Most im. Prezydenta RP Ryszarda Kaczorowskiego,1
Skwer Weteranów II Wojny Światowej,1
Żołnierzy Pokojowych Misji Zagranicznych,1
Żebrawskiego,1
Rondo Miasta Markaryd,1
Rondo Krakowskie,1
Rondo Wschodnie,1
Zawiszyńska,1
Pustułcza,1
Gołębna,1
Kolonia Rowiny,1
Wilcza Wola,1
Staropijarska,1
Kiernickich,1
Fazowa,1
plac 4 czerwca 1989 roku,1
Gwiezdnych Wojen,1
im. Generała Leopolda Okulickiego,1
Kolonia Muszyn,1
Plac Białych Orłów,1
Rondo im. Edwarda Kopcia,1
Plac Konstantego Ildefonsa Gałczyńskiego,1
Łepkowicza,1
Skarzyńskiego,1
Ridana,1
Skwer Nelsona Mandeli,1
Rondo im. Włodzimierza Smolarka,1
Klubu Sportowego Goplania,1
Rondo im. Jana Cholewy,1
Aleksandry Piłsudskiej i Marii Pileckiej,1
Logistyków,1
Skwer Marzeń,1
Miłoszyńska,1
Plac Lecha,1
Plac św. Wojciecha,1
Antolin,1
Bulwar Gdyński,1
Bulwar Gdański,1
Morskich Wiatrów,1
"Rogulki ps. ""Grot""",1
Skwer Zbigniewa Wójcika,1
Park Michałowski,1
Marszałkowskiej-Kaniewskiej,1
Kurzała,1
Grossa,1
Klęka,1
Moya Sanabria,1
Ścibiorka,1
Burbianki,1
Chleba Prądnickiego,1
Rondo Kazimierza Zenktelera,1
Rondo 100-lecia Miasta Skarżyska-Kamiennej,1
stacja metra Bemowo,1
Dąbrowieckie,1
Krzysia,1
Nadliwie,1
Chącińskiego,1
Rynek Jabłonowskich,1
Stefanów,1
Bednarzówka,1
Śniegówka,1
Wandzin,1
Aleja Brzostowska,1
plac Świętego Jana Pawła II,1
Kaliszańska,1
Tryjarskiego,1
Farfak,1
Krzychowca,1
Pawlak,1
Wójcickich,1
Kolonia Trębaczów,1
Sochacz,1
Rozdzielcza,1
Pastewnik,1
Kulbickich,1
Kondrackiego,1
Gołaszówiec,1
Cieszkowizna,1
Rynek III,1
Droga Powstańców Śląskich,1
Przy Piekiełku,1
Krymerwiz,1
Słoneczne Górki,1
Most Władysława Bartoszewskiego,1
Nabzdyk,1
Skwer im. Krystyny Lasek,1
Prerie,1
Jaksy z Miechowa,1
Na Błotach,1
Armijaka,1
Sarnów,1
Wąskie Ścianki,1
Jandołowicza,1
Pabisiewicza,1
Zielonej Dąbrowy,1
Na Ameryce,1
skwer im. Narodowych Sił Zbrojnych,1
Nadliwiańska,1
Urlańska,1
Osiedle Królowej Bony,1
Osiedle Błoto,1
Rondo imienia Wielkiej Orkiestry Świątecznej Pomocy,1
Aleja Św. Anny,1
Paśkudzkiej,1
Osiedle Jana Sobieskiego,1
Kolonia Szychów,1
Na stawach,1
Droga Wiśniowa,1
Rondo Wacława Maliszewskiego,1
Rondo Karola Stryji,1
Emu,1
Popijarska,1
"Na Przełęczy ""Okraj""",1
rondo im. Maksymiliana Kiczki,1
Rondo im. 700-lecia Pręgowa,1
Zielony Grunt,1
Hasika,1
Aleja Lalkarzy im. Piotra Sawickiego,1
Skwer Michała Poleskiego,1
Litwinowicza,1
Skwer Ofiar Katyńskich,1
Ochla-Daleka,1
rondo Ofiar Katastrofy Smoleńskiej,1
Al. Przyjaciół,1
Stempora,1
Skwer Ireny Sendlerowej,1
skwer im. Św. Jana Pawła II,1
Rondo Białobrzeskie,1
Klubu Sportowego Noteć,1
Idzi,1
Osiedle Przyłęsko,1
Skwer Wolnej Białorusi,1
Kutelbarch,1
Plac Ludwika Zamenhofa,1
Nowy Bud,1
Aleja Bohaterów Warszawy,1
rondo Szczecińskich Olimpijczyków,1
rondo Powstańców Warszawskich,1
rondo Żołnierzy Wyklętych,1
Rondo ks. Czesława Berki,1
plac Przyjaciół Wyspy  Sobieszewskiej,1
Zasadnia,1
Osiedle na Polanie,1
Park Wiktoryn,1
Męczenników Getta,1
Kolonia Szczepaniec,1
Kolonia Gąszcze,1
Kolonia Dąbrowa II,1
Śniegockich,1
Park imienia Heleny i Władysława Grzegorczyków,1
Aleja Putynkowskiego,1
Nasz Przyłęk,1
Rondo Róży Wiatrów,1
Pyrska,1
Skwer 7 Harcerskiej Drużyny Czerwonych Beretów,1
Rondo 1000-lecia Powstania Królestwa Polskiego,1
Plac Polskiej Nysy,1
Osiedle Cichy Zakątek,1
Plac O. Jakuba Wujka,1
Plac Franciszka Mireckiego,1
Plac Brama Portowa,1
Sporniak,1
Tęcza,1
Rusieckich,1
Boczna Browarnej,1
Rick-Wiśniewskiego,1
Dmocha,1
Klarowska,1
Łańcuchowska,1
Park im. Ludwika Trylskiego,1
Plac im. Teodora Stosika,1
skwer im. księdza Pawła Karhanka,1
Leskiej-Daab,1
skwer imienia Wilhelma Libberta,1
Skwer im. Oficerskiej Szkoły Artylerii,1
Skwer Karola Parno Gierlińskiego,1
Dworzyska,1
Plac Gen. Józefa Hallera,1
plac 4 czerwca 1989 r.,1
Madejskiego,1
Rozstanki,1
Plac Stefana Batorego,1
Topólki,1
Rondo im. Marii Stefaniak,1
Stramnica Gajówka,1
Bitwy pod Raszynem 1809 roku,1
Ruśkiewicza,1
Starkego,1
Podszosie,1
Melgrowa Góra,1
Włókniarek,1
Knausa,1
Rondo Rzepińskie,1
Skwer 750-lecia Miasta Tczewa,1
Plac Św. Grzegorza,1
Cieleckiej,1
Rondo Leona Silbersteina,1
Szlak Św. Andrzeja Boboli,1
Raducowa,1
Pl. Fryderyka Chopina,1
Prymasa Kardynała Stefana Wyszyńskiego,1
plac Gryfitów,1
Rondo Stanisławy Witaczek i Henryka Witaczka,1
Serwitut,1
Rondo Dąbrowskich Organizacji Pozarządowych,1
Park Rury im. urbanisty Romualda Dylewskiego,1
Klubu Sportowego Cuiavia,1
Mierzeszyńska,1
Horniki Dolne,1
Osiedle Piękny Zakątek,1
Kładka im. Wielkiej Orkiestry Świątecznej Pomocy,1
Bulwary Sławoborskie,1
osiedle Polne,1
Walciszewskiej,1
Podhorskiego ps. Zygzak,1
park Antoniego Kadziaka,1
Rondo im. Zawiszy Czarnego herbu Sulima,1
Pryśniewo,1
"Skwer im. Bohaterów Hufca ZHP ""Zielony Dąb""",1
Szlak im. Józefa Łukasiewicza,1
Grzybkowa,1
Rondo im. rtm. Witolda Pileckiego,1
Aleja 7-go Kołobrzeskiego Pułku Piechoty,1
Janochy,1
Skwer Janusza Kurtyki,1
Skwer Bohaterów Wojny Obronnej 1939,1
Skwer Gryfa,1
Rodziny Antoszewskich,1
Pławna,1
Skwer Biskupa Chrystiana,1
Bł. Karoliny,1
Plac Bojowników,1
Plac Siehieniewiczów,1
Raabe,1
Plac Wolnej Ukrainy,1
Skwer ks. Stanisława Chłopeckiego,1
Szade Góry,1
Mjr.Hubala,1
rondo Stanisława Wyspiańskiego,1
Skwer im. Profesora Alfreda Majewskiego,1
Kobla,1
rondo kpt. cichociemnego Edmunda Marynowskiego,1
Stary Kisielin-Liliowe Wzgórze,1
Młyńca,1
Osiedle im. Władysława Jagiełły,1
Sąsiadów,1
Złotej jedenastki Kazimierza Górskiego,1
Rondo im. Podoficerów Małoletnich,1
Izerski Bulwar,1
Leśniowskiego,1
Pieprzycy,1
Osiedle Szpakowo,1
Ćwikłowo,1
Rondo Jerzego Szmajdzińskiego,1
Skwer Kazimierza Abratowskiego,1
Turzańskiej,1
Skwer Jana Burlikowskiego,1
Skwer im. gen. Marii Wittek,1
Rondo im. Jeńców Stalagu 319,1
W środku lasu,1
Rondo Piekarzy,1
Guzowskiego,1
Kowalskiej kapucynki,1
Pitloków,1
"Rondo im. Pracowników ZTD ""Dekora""",1
Stohandla,1
Kośnego Augusta,1
Mzurowska,1
Nad Myślą,1
100-lecia Bitwy Warszawskiej,1
"Rondo im. Generała Stefana Roweckiego - ""Grota""",1
Rondo Bitwy Warszawskiej 1920 roku,1
Skwer im. Michała Doliwo-Dobrowolskiego,1
Borucińska,1
Beszczyńskiego,1
Moreny,1
Rondo Miasta Buchholz,1
Rondo Kazimierza Badowskiego,1
Pasaż Zbigniewa Brzezińskiego,1
Sanktuaryjna,1
Tadeuszak,1
Aleja Mokra,1
Rondo Zofii Moraczewskiej,1
Szczypińskiej,1
Pl. Katedralny,1
Aleja Tajemnic,1
Park Bracki,1
Skwer 800-lecia Ciepłowód,1
Piechoczka,1
"Rondo im. mjr. Henryka Dobrzańskiego ps. ""Hubal""",1
Wrzoski,1
Kolendów,1
Plac ks. bp. Antoniego Adamiuka,1
Skwer Kobiet,1
Aleja Trzecia,1
Aleja Dziesiąta,1
rondo mjr. pil. Pawła Niemca,1
Park imienia Tadeusza Nalepy,1
Niewiadowska,1
Uroczysko nad Liwcem,1
Sojawa,1
Stara Wola,1
Osiedle Lubiatów,1
Jurkowa,1
Kosmatki Polnej,1
Lipowego Wzgórza,1
Rondo Olimpijskie,1
Jadwigi Żagańskiej,1
Obrońców Ukrainy 2022,1
Pod Jodłami,1
plac kard. Jean-Marie Lustigera,1
Podedwór,1
Skwer pułkownika Teodora Cieszkowskiego,1
Rondo Nowych Perspektyw,1
Podpołoń,1
Ochla-Beztroska,1
Bolka I Surowego,1
Karczma Sądowa,1
Korony,1
Plac św. Antoniego z Padwy,1
Rabczyńskiego,1
Park imienia Edwarda Linke,1
Hosa,1
Cieplika,1
Bocianie Wzgórze,1
Plac Janusza Korczaka,1
Aleja XX,1
Dębowy Las,1
Rondo Krzyża Świętego,1
Nabrzeże Pirs W,1
Nabrzeże Chorzowskie,1
Nabrzeże Bułgarskie,1
Park im. Marii Michalak,1
Gójskiego,1
Osiedle Bukowe,1
Osiedle Wiśniowe,1
Władysława I Łokietka,1
600 Lecia,1
Stolarczyka,1
Pałach,1
Wojsławice,1
Folgi,1
Przylep-Praska,1
Grzywaczyka,1
Plac im. Adama Mickiewicza,1
Aleja Mieczysławy Korczyńskiej,1
Chwały,1
Słowińskiego,1
Pod Kaplicą,1
Gołębiówka,1
Jędruszuka,1
Skwer im. Sylwestra Chęcińskiego,1
Osiedle Złote Łąki,1
Plac Ks. Michała Białowąsa,1
Rondo Tomasza Józefa Zamoyskiego,1
Most im. Obrońców Ziemi Serockiej w 1920r.,1
Rondo imienia Heleny Stupki,1
Szosa Brzeska,1
Górna Niwa,1
Cholewianka,1
Droga Akacjowa,1
Nowy Janowiec,1
Szalkiewiczowej,1
Kopecia,1
Wolińskiej,1
Zinkiewicza,1
Wólka Profecka,1
Włostowicka,1
Siemieńska,1
Nadwalna,1
Finezyjna,1
Na Zagrodzie,1
Park Gminny Czaple,1
Więckowicza,1
Bohaterów Powstania Styczniowego Bitwy pod Kowalą 1863,1
Niechcicka,1
Czerenczycka,1
Rondo profesora Jana Obrąpalskiego,1
Skwer Kazimierza Gołby,1
aleja Wzgórza Morenowe,1
II Posterunek,1
rondo Kresowian,1
Plac Neptuna,1
Rondo imienia Ewy Demarczyk,1
Pikarnia,1
Bochotnica,1
Charz A,1
Osiedle Skarbówek,1
Na Skróty,1
Sakury,1
Aleja im. Artura Tabora,1
Russaka,1
Folwark Brynica,1
Rondo Augustyna Gontarskiego,1
Osiedle Wolfganga Amadeusa Mozarta,1
Skwer Druhny Harcmistrzyni Pelagii Ładykowskiej-Zys,1
Plac Św. Andrzeja,1
Park Antoniego Szarmacha,1
Skwer Rodziny Ulmów,1
Szypułki,1
Ofiar Zbrodni Wołyńskiej,1
Juniora,1
Gehenny Polskich Dzieci Wojny,1
Błonia Krakowskie,1
Spilarewicza,1
Wetta,1
Plac Harcerski,1
Osiedle Hieronima Derdowskiego,1
Bulwar im. Andrzeja Skowrońskiego,1
Skwer im. Jana Niepokoja,1
Szerokich Horyzontów,1
Park Anielin,1
Skwer Druha Michała Kowalewskiego,1
Aleja Michała Kuleszy,1
Gańczarska,1
Musztardowa,1
Turmalinowa,1
"Plac ""Targowy""",1
Bareły,1
Koszutskiego,1
"Osiedle ""Pod Lasem""",1
Longawy,1
Mućko,1
Kolonia Janochów,1
Brzozowica,1
Plac Romana Kobendzy,1
Jóźwiakowskiego,1
Pnie,1
"Rondo gen. bryg. Augusta Emila Fieldorfa ps. ""Nil""",1
Osiedle Soleckie,1
"Park Stefana Wiecheckiego ""Wiecha""",1
Osiedle Park Rataje,1
Krzywdy Rzewuskiego,1
Skwer Harcerstwa Jarocińskiego,1
Ochotniczego Pułku Ułanów,1
Białych Tygrysów,1
Kukawskiego,1
Osiedle Ceglane,1
Kropp,1
Aleja Maków,1
Gajki,1
Odnawialna,1
Skwer Zbigniewa Brzezińskiego,1
Przy Rybakówce,1
Hałabały,1
Dorożkarska,1
Pl. Michała Kościeszy Kosmowskiego,1
Droga Siedmiu Młynów,1
Kirkucka,1
Rondo im. prof. Władysława Bartoszewskiego,1
Bielaczka,1
osiedle Słoneczne Wzgórze,1
Gościniec Napoleoński,1
Trakt Skarżyński,1
Kępy,1
Okrzemki,1
"Park im. kpt. Franciszka Stala, Kawalera Orderu Virtuti Militari",1
Park im. płk. Jana Dunina-Wąsowicza,1
Plac Matki Polki,1
Plac Cypriana Kamila Norwida,1
Buława,1
Staropolskiego Okręgu Przemysłowego,1
Leśnej Aury,1
al. Wyzwolenia,1
Europejskiej Stolicy Młodzieży Lublin 2023,1
Syntetyczna,1
Rondo im. dr. Teodora Pozorskiego,1
Weteranów Zagranicznych Misji Pokojowych,1
Plac Patriotów,1
Ścibor-Rylskiej,1
Rondo Miasta Winona,1
Rondo Miasta Frankenberg,1
Rondo Południowe,1
Skwer Agnieszki Mikołajczyk,1
Biały Sad,1
Ofiar Katynia i Sybiru,1
Osiedle Krakowskie Przedmieście,1
Gdańszczan,1
Rondo im. Księdza Zdzisława Zakrzewskiego,1
Plac I Brygady Pancernej,1
Nad Skotawą,1
Łużyk,1
Rondo ks. Jerzego Pawlika,1
"Sieklickiego ps. ""Tyran""",1
Drapczyńskiej,1
Skałbani,1
Trzaski,1
Wałkówskiej,1
Ślązakowa,1
Skwer Janiny Wałęgi - Filozof,1
rondo Mieczysława Lisowskiego,1
park Młodzieży,1
Osiedle Suszówka,1
Przylep-Sezamkowa,1
Rondo im. Romana Kirsteina,1
Szwagrów,1
Rondo imienia pułkownika Wojciecha Wójcika,1
Hobbitów,1
Osiedle Wistuć,1
Osiedle pod Dębami,1
Al. Floriana Kobylińskiego,1
Elizówka,1
Neptun,1
Gdyńskie,1
Zielone Ogródki im. Zbigniewa Zakrzewskiego,1
Miejski Park Ekologiczny Wł. Puchalskiego,1
plac gen. Leopolda Okulickiego,1
Rondo św. Jadwigi Śląskiej,1
Rondo Rawickich Olimpijczyków,1
Osiedle Dębówiec,1
Rondo Józefa Olejniczaka,1
Żelaznych,1
Trasa imienia Nikodema i Józefa Renców,1
Lipienice,1
Aleja Radości,1
Park Rzeczny im. Włodzimierza Tetmajera,1
Młynna,1
Osiedle pod Jodłami,1
Osiedle pod Brzozami,1
Treningowa,1
Skwer księdza Franciszka Macherskiego,1
Rondo Ojca Euzebiusza Huchrackiego,1
Rondo 800-lecia,1
Skwer Hilarego Krzysztofiaka,1
Pleski Zakątek,1
"Rondo im. Niezależnego Samorządnego Związku Zawodowego Rolników Indywidualnych ""Solidarność""",1
Pl. Odrodzenia,1
Dawskich,1
Pułku Lotnictwa Myśliwskiego,1
Jagodowa Polana,1
Warzyna,1
Osiedle Żubrów,1
Bulwary imienia Wacława Kunca,1
Plac Jakuba Przyłuskiego „Jeżowity”,1
Laboranta,1
Henrysin,1
Borowiusza,1
plac św. Kingi,1
Plac Gdynian Wysiedlonych,1
Ziętala,1
Rondo Osadników Żuławskich,1
Osiedle Michałowskie,1
Pierwiosnka,1
Wieluńskich Batalionów Obrony Narodowej,1
Zwyczajna,1
Skwer Katowickich Seniorów,1
Jędryki,1
Pod Sokolikiem,1
Sopockie,1
Pl. Błog. Michała Kozala,1
Plac Majora Henr. Sucharskiego,1
plac ks. Antoniego Czaplińskiego,1
Os. im. Juliana Bartoszewicza,1
Plac Górnośląski,1
Rondo Bitwy pod Oliwą,1
Osiedle Bronkowo,1
Pienczk,1
Kalipso,1
Rondo Gabrieli Kossakowskiej,1
Park Grzegórzecki,1
Park im. Wojciecha Bednarskiego,1
Park imienia Ryszarda Kaczorowskiego Prezydenta Rzeczypospolitej na uchodźstwie,1
Osiedle kpt. M. Bartscha,1
Wybudowania Stare,1
Jakubowo,1
Chosłowskiej,1
Most im. Ojca Maksyma Tarejwo,1
Nad Wierzbicą,1
Rondo Urszuli Wyrwy,1
park Dolina Pięciu Stawów,1
Aleja Witolda Kukowskiego,1
Osiedle Nad Wodą,1
Kolonia Krótka,1
Hosera,1
Skwer porucznika Telesfora Mickiewicza,1
Park Planty Krakowskie,1
Park Planty Floriana Nowackiego,1
Park im. Stanisława Wyspiańskiego,1
Rodziny Zawadzkich,1
Rondo Kolejarzy Dęblińskich,1
Rondo Konstantego Frydrychowicza,1
Niepodległa,1
Zaułek Wolontariuszy,1
Szmalca,1
Rondo Antoniego Pechnika,1
Skwer Światowego Dnia Roweru,1
Krzesińskiego,1
Dębowy Zaułek,1
Skwer im. Witolda Gombrowicza,1
Plac doktora Jerzego Polańskiego,1
Skwer 1050-lecia Chrztu Polski,1
Plac Władysława Reymonta,1
Skwer Tadeusza Jasińskiego,1
50-lecia Gminy Kosakowo,1
Posmysz,1
Aleja prof. Stanisława Latoura,1
Plac im. Jerzego Bywalca,1
Szwendera,1
Dobkiewicza,1
Portowa-Zaułek,1
Skwer Twórców Radiowej Trójki,1
Radwanitów,1
Rondo im. Ochotniczych Straży Pożarnych,1
Stróżewska,1
Skrajnia,1
Grabowce,1
Nabrzeże Ukraińskie,1
Tulipanowcowa,1
Rondo im. Benona Galuby,1
Aleja księdza Józefa Żyszkiewicza,1
Skwer im. Tadeusza Bilicza,1
Włóczykija,1
Most Światowego Dnia Roweru,1
Rondo LFP,1
Wierszy,1
Rondo Irlandzkie,1
Rondo im. Artura Rappe,1
